stage,dataset,graph_type,normalization,n_graphs,n_frames,D_dX_norm,trace,frobenius_norm,lambda_max,spectral_gap,R_low_dX_2,R_low_dX_4,R_low_dX_8,gap_D_dX_norm_control_minus_true,gap_R_low_dX_2_true_minus_control,gap_R_low_dX_4_true_minus_control,gap_R_low_dX_8_true_minus_control,schema_version,run_name,status,topology,encoder,prior,prior_weight,prior_type,graph_used_for_prior,prior_family,nominal_prior_weight,effective_prior_weight,initial_prior_loss,target_regularization_strength,calibration_reference_prior,effective_prior_contribution_mean,seed,config_hash,git_commit,config,diagnostics,H16,H32,final_train_loss,prior_loss_mean,wall_time_sec,latent_artifact_path,D_true_Delta_H,D_true_Delta_H_norm,D_prior_Delta_H,D_prior_Delta_H_norm,D_perm_Delta_H,D_perm_Delta_H_norm,D_rand_Delta_H,D_rand_Delta_H_norm,D_true_H,D_true_H_norm,R_low_true_Delta_H_2,R_low_prior_Delta_H_2,R_low_perm_Delta_H_2,R_low_rand_Delta_H_2,R_low_true_Delta_H_4,R_low_prior_Delta_H_4,R_low_perm_Delta_H_4,R_low_rand_Delta_H_4,R_low_true_Delta_H_8,R_low_prior_Delta_H_8,R_low_perm_Delta_H_8,R_low_rand_Delta_H_8,n_eval_transitions,tau,noise,H1_mse,H16_mse,H32_mse,created_at,classification,strict_label,diagnostic_failure_mode,recommended_next_experiment,claim_boundary,graph_gain_h32_pct,true_vs_permuted_gain_h32_pct,temporal_gain_h32_pct,graph_vs_temporal_gain_h32_pct,none_h32,graph_h32,permuted_h32,temporal_smooth_h32,none_h16,graph_h16,permuted_h16,temporal_smooth_h16,graph_D_true_Delta_H_norm,permuted_D_true_Delta_H_norm,graph_R_low_true_Delta_H_4,permuted_R_low_true_Delta_H_4,metadata_dataset,metadata_domain,metadata_topology,metadata_n_nodes,metadata_n_edges,metadata_n_frames,metadata_n_dim,metadata_tau,metadata_noise,metadata_seed
stage1_mini_train,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_temporal_smooth_lambda0p1_seed1,ok,lattice,gnn_node,temporal_smooth,2782.59709532261,temporal_smooth,False,temporal,0.1,2782.59709532261,5.699892426491715e-06,0.015860506892204286,graph,0.0016416402840581602,1,2f841a57832568c3b98ac9fdecccb0c9ee0570b506c0b13ed193175131a1540d,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_graph_heat_lattice_gnn_temporal_smooth_lambda0p1_seed1', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 2782.59709532261, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.412823307059901, 'covariance_condition_number': 875035.4177032799, 'projection_gaussianity_statistic': 16.158552186239476, 'rollout_errors': {'16': 0.32736408803611994, '32': 1.3254059962928295}, 'final_train_loss': 0.0012327225413173437, 'prior_loss_mean': 5.899669365779421e-07, 'transition_loss_mean': 0.002184559948121508, 'final_transition_loss': 0.0003153867631529768}",0.32736408803611994,1.3254059962928295,0.0012327225413173437,5.899669365779421e-07,3.6283276081085205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_none_lambda0p1_seed2,ok,lattice,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.02304735779762268,graph,0.0,2,1c3e4fdb2b9689ff9b2fcc6400df63bcf5f2ae5c1c30285addf3740d807f8d44,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_graph_heat_lattice_gnn_none_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.0081752626942797, 'covariance_condition_number': 155983444.59762216, 'projection_gaussianity_statistic': 172.35736404792326, 'rollout_errors': {'16': 0.16090866271406412, '32': 0.445484328083694}, 'final_train_loss': 0.00018605155249436697, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0008471631600211065, 'final_transition_loss': 0.00018605155249436697}",0.16090866271406412,0.445484328083694,0.00018605155249436697,0.0,3.1940009593963623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed2,ok,lattice,gnn_node,graph,0.09999999999956612,graph,True,graph,0.1,0.09999999999956612,0.23047354817390442,0.023047354817390443,graph,0.0017433574547294634,2,6119356e56a63a4966c8936b0d75517b3cbc1031e0b9d90d887875c69db4e393,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999956612, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.034761256922667, 'covariance_condition_number': 5984377.465244683, 'projection_gaussianity_statistic': 192.92244986248073, 'rollout_errors': {'16': 0.1295943185687065, '32': 0.3442113194614649}, 'final_train_loss': 0.0010992885606052976, 'prior_loss_mean': 0.017433574547370274, 'transition_loss_mean': 0.000844701932510361, 'final_transition_loss': 0.00013768428470939398}",0.1295943185687065,0.3442113194614649,0.0010992885606052976,0.017433574547370274,14.345266819000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed2,ok,lattice,gnn_node,permuted_graph,0.03610427911788226,permuted_graph,True,graph,0.1,0.03610427911788226,0.6383552551269531,0.023047356307506563,graph,0.0015172316007379387,2,e89a30567d65c02e089f6bff10353b576b267ebc48e9c409bbcab0838e89f93c,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.03610427911788226, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.0270840666339682, 'covariance_condition_number': 10235062.996504823, 'projection_gaussianity_statistic': 235.72667909254562, 'rollout_errors': {'16': 0.13479061610996723, '32': 0.3658374585211277}, 'final_train_loss': 0.0009265030287982275, 'prior_loss_mean': 0.04202359492580096, 'transition_loss_mean': 0.0008397602607146837, 'final_transition_loss': 0.0001373776346251058}",0.13479061610996723,0.3658374585211277,0.0009265030287982275,0.04202359492580096,13.881120920181274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_temporal_smooth_lambda0p1_seed2,ok,lattice,gnn_node,temporal_smooth,2446.1022747697475,temporal_smooth,False,temporal,0.1,2446.1022747697475,9.422072253073566e-06,0.023047354817390443,graph,0.002267981856892636,2,8b52467576afbb982ed49fe6efda585ee578d1bbb47745fdaf799089c5e689d9,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_graph_heat_lattice_gnn_temporal_smooth_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 2446.1022747697475, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.7058797918887567, 'covariance_condition_number': 120608.2158663829, 'projection_gaussianity_statistic': 28.010663893817014, 'rollout_errors': {'16': 0.14083205675706267, '32': 0.40490058809518814}, 'final_train_loss': 0.0013190782337915152, 'prior_loss_mean': 9.271819417714748e-07, 'transition_loss_mean': 0.000853447464760393, 'final_transition_loss': 0.00015719072932067016}",0.14083205675706267,0.40490058809518814,0.0013190782337915152,9.271819417714748e-07,3.1782727241516113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed0,ok,lattice,,graph,0.1,,,,,,,,,,0,,,,,,,,,,analysis_out/preflight_runs/graph_heat_3seed/quick_ep5/artifacts/preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed0_latents.pt,0.0010647126473486423,3.166100025177002,0.0010647126473486423,3.166100025177002,0.0014283709460869431,3.0346341133117676,0.0013269302435219288,3.016453742980957,0.014123423956334591,0.0005121220601722598,0.1540431043249555,0.1540431043249555,0.13649797113612294,0.13500458985799924,0.2521885884925723,0.2521885884925723,0.18168395233806223,0.19179332698695362,0.3482054234482348,0.3482054234482348,0.28797705192118883,0.2876935168169439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed0,ok,lattice,,permuted_graph,0.1,,,,,,,,,,0,,,,,,,,,,analysis_out/preflight_runs/graph_heat_3seed/quick_ep5/artifacts/preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed0_latents.pt,0.0016855206340551376,3.5352556705474854,0.0019482083152979612,3.0684237480163574,0.0019482083152979612,3.0684237480163574,0.0018610880943015218,3.0920748710632324,0.022554773837327957,0.0008118100231513381,0.12162715831073001,0.1171091481228359,0.1171091481228359,0.11910304709454067,0.18966810684651136,0.16163911682087928,0.16163911682087928,0.17348699492868036,0.2643706139642745,0.27616768097504973,0.27616768097504973,0.27034811675548553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed1,ok,lattice,,graph,0.1,,,,,,,,,,1,,,,,,,,,,analysis_out/preflight_runs/graph_heat_3seed/quick_ep5/artifacts/preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed1_latents.pt,0.0010824584169313312,2.321742534637451,0.0010824584169313312,2.321742534637451,0.001484979409724474,2.9129080772399902,0.0013399231247603893,2.8988265991210938,0.013802219182252884,0.0006589840049855411,0.21307698264718056,0.21307698264718056,0.17643361492082477,0.14133514236891642,0.3684974634088576,0.3684974634088576,0.22996935655828565,0.21958761115092784,0.533102186396718,0.533102186396718,0.3247484043240547,0.31882408913224936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed1,ok,lattice,,permuted_graph,0.1,,,,,,,,,,1,,,,,,,,,,analysis_out/preflight_runs/graph_heat_3seed/quick_ep5/artifacts/preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed1_latents.pt,0.0014883358962833881,2.7092127799987793,0.001811707392334938,2.9690535068511963,0.001811707392334938,2.9690535068511963,0.0017294547287747264,2.983083486557007,0.01943357102572918,0.0008123348234221339,0.18696376273874193,0.16005453758407384,0.16005453758407384,0.1297608720487915,0.3103450615890324,0.21043634531088173,0.21043634531088173,0.2052743542008102,0.4555939184501767,0.3099431237205863,0.3099431237205863,0.29994402173906565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed2,ok,lattice,,graph,0.1,,,,,,,,,,2,,,,,,,,,,analysis_out/preflight_runs/graph_heat_3seed/quick_ep5/artifacts/preflight_graph_heat_lattice_gnn_graph_lambda0p1_seed2_latents.pt,0.001405889168381691,2.4057042598724365,0.001405889168381691,2.4057042598724365,0.0018417986575514078,2.9368374347686768,0.002012896351516247,2.91048264503479,0.015872295945882797,0.0005121889407746494,0.1999583569704555,0.1999583569704555,0.1646284792223014,0.13273330265656114,0.3562672147527337,0.3562672147527337,0.21988229337148368,0.21735717868432403,0.49980419781059027,0.49980419781059027,0.3167236587032676,0.321344209369272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed2,ok,lattice,,permuted_graph,0.1,,,,,,,,,,2,,,,,,,,,,analysis_out/preflight_runs/graph_heat_3seed/quick_ep5/artifacts/preflight_graph_heat_lattice_gnn_permuted_graph_lambda0p1_seed2_latents.pt,0.0026551426853984594,3.0771641731262207,0.002582885092124343,3.0648326873779297,0.002582885092124343,3.0648326873779297,0.002907207002863288,3.020568609237671,0.029364898800849915,0.0009267027489840984,0.15551474801031873,0.13695415563415736,0.13695415563415736,0.11524392332648858,0.2608658638782799,0.19008070544805378,0.19008070544805378,0.1903447404038161,0.37748887157067657,0.2877935445867479,0.2877935445867479,0.2980801882222295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle_heat_baseline,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,,,lattice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.05,0.01,9.918128154722016e-05,0.00046112757549565176,0.000542145768013277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,graph_heat_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,,,lattice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-02T00:07:22.948060+00:00,topology_aligned_latent_smoothing,temporal_sufficient,graph_free_temporal_smoothing_explains_gain,test_operator_aligned_heat_prior_or_first_order_heat_residual,True graph provenance alone is insufficient; the tested prior form may be mismatched to the physical operator.,7.346040172310221,4.919972970206622,7.765178434147581,-0.4544251885803333,0.8577818525955081,0.7947688531130552,0.8358946436395248,0.7911735611657301,0.25586509658023715,0.2303081265029808,0.24153374430413047,0.22803066779548922,2.6311822732289634,3.107210874557495,0.3256510888847212,0.2536263441046079,graph_heat_lattice,graph_heat,lattice,36,60,512,4,0.05,0.01,0
