stage,dataset,graph_type,normalization,n_graphs,n_frames,D_dX_norm,trace,frobenius_norm,lambda_max,spectral_gap,R_low_dX_2,R_low_dX_4,R_low_dX_8,gap_D_dX_norm_control_minus_true,gap_R_low_dX_2_true_minus_control,gap_R_low_dX_4_true_minus_control,gap_R_low_dX_8_true_minus_control,schema_version,run_name,status,topology,encoder,prior,prior_weight,prior_type,graph_used_for_prior,prior_family,nominal_prior_weight,effective_prior_weight,initial_prior_loss,target_regularization_strength,calibration_reference_prior,effective_prior_contribution_mean,seed,config_hash,git_commit,config,diagnostics,H16,H32,final_train_loss,prior_loss_mean,wall_time_sec,latent_artifact_path,D_true_Delta_H,D_true_Delta_H_norm,D_prior_Delta_H,D_prior_Delta_H_norm,D_perm_Delta_H,D_perm_Delta_H_norm,D_rand_Delta_H,D_rand_Delta_H_norm,D_true_H,D_true_H_norm,R_low_true_Delta_H_2,R_low_prior_Delta_H_2,R_low_perm_Delta_H_2,R_low_rand_Delta_H_2,R_low_true_Delta_H_4,R_low_prior_Delta_H_4,R_low_perm_Delta_H_4,R_low_rand_Delta_H_4,R_low_true_Delta_H_8,R_low_prior_Delta_H_8,R_low_perm_Delta_H_8,R_low_rand_Delta_H_8,created_at,classification,strict_label,diagnostic_failure_mode,recommended_next_experiment,claim_boundary,graph_gain_h32_pct,true_vs_permuted_gain_h32_pct,temporal_gain_h32_pct,graph_vs_temporal_gain_h32_pct,none_h32,graph_h32,permuted_h32,temporal_smooth_h32,none_h16,graph_h16,permuted_h16,temporal_smooth_h16,graph_D_true_Delta_H_norm,permuted_D_true_Delta_H_norm,graph_R_low_true_Delta_H_4,permuted_R_low_true_Delta_H_4,metadata_dataset,metadata_domain,metadata_topology,metadata_graph_source,metadata_n_nodes,metadata_n_edges,metadata_n_frames,metadata_n_dim,metadata_position_dim,metadata_trajectory_shape,metadata_G,metadata_dt,metadata_softening,metadata_damping,metadata_noise,metadata_graph_k,metadata_sigma,metadata_seed
stage0_raw,nbody_distance,true_graph,lambda_max,1,64,0.6568911824529857,18.51522714803436,3.61526312463629,1.0,0.025643997469486396,0.028043100291170978,0.04463065199474826,0.11372910208357517,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage0_raw,nbody_distance,permuted_graph,lambda_max,8,64,0.5193428871537935,18.51522714803436,3.61526312463629,1.0,0.025643997469486396,0.0368789980373556,0.09586156716229005,0.2154103184697744,-0.1375482952991922,-0.008835897746184623,-0.05123091516754179,-0.10168121638619923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_none_lambda0p1_seed0,ok,distance_knn,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.084904944896698,graph,0.0,0,62c75950dc797364b4fa6001c35c78a613b325d389b734345c5ce51c4b2955fb,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_none_lambda0p1_seed0', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 0, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.0867003889874929, 'covariance_condition_number': 1332528.0877292582, 'projection_gaussianity_statistic': 1.9704456160210664, 'rollout_errors': {'16': 0.3282607989385724, '32': 0.8185323718935251}, 'final_train_loss': 0.00026411326446880895, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0018313723693912229, 'final_transition_loss': 0.00026411326446880895}",0.3282607989385724,0.8185323718935251,0.00026411326446880895,0.0,2.749033212661743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_graph_lambda0p1_seed0,ok,distance_knn,gnn_node,graph,0.09999999999988222,graph,True,graph,0.1,0.09999999999988222,0.8490493893623352,0.08490493893623352,graph,0.044821903109497685,0,070266532bee9addb594ce6fecc0b0b45097cbcef066997e03df134eec23c606,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_graph_lambda0p1_seed0', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 0, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999988222, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.704370334492289, 'covariance_condition_number': 9010.859321173204, 'projection_gaussianity_statistic': 3.5159072927835826, 'rollout_errors': {'16': 0.18935371097177267, '32': 0.5383257977664471}, 'final_train_loss': 0.012891232967376709, 'prior_loss_mean': 0.44821903109550476, 'transition_loss_mean': 0.001770783065391394, 'final_transition_loss': 0.00022630638462336114}",0.18935371097177267,0.5383257977664471,0.012891232967376709,0.44821903109550476,54.28733777999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed0,ok,distance_knn,gnn_node,permuted_graph,0.03797627892377785,permuted_graph,True,graph,0.1,0.03797627892377785,2.235736131668091,0.08490493893623352,graph,0.03693577547685367,0,16ae33901f16762bc61c4495f288423f9b7583d33a47bd7e327d06490e831462,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed0', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 0, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.03797627892377785, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.983283578656765, 'covariance_condition_number': 7522.585816964008, 'projection_gaussianity_statistic': 3.2536132451359814, 'rollout_errors': {'16': 0.20269448217004538, '32': 0.5826481282711029}, 'final_train_loss': 0.010290457556645075, 'prior_loss_mean': 0.9726012269655864, 'transition_loss_mean': 0.0017530138342408464, 'final_transition_loss': 0.00021808979120881608}",0.20269448217004538,0.5826481282711029,0.010290457556645075,0.9726012269655864,56.33713364601135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed0,ok,distance_knn,gnn_node,temporal_smooth,21474.627885701593,temporal_smooth,False,temporal,0.1,21474.627885701593,3.9537317206850275e-06,0.08490493893623352,graph,0.03838095693828453,0,094cb9e0341024c10cc248d22d313421437099f0d8457a6259a44a49657355d7,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed0', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 0, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 21474.627885701593, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.456135048556218, 'covariance_condition_number': 9290.646599204607, 'projection_gaussianity_statistic': 3.7092448381167533, 'rollout_errors': {'16': 0.20501360204070807, '32': 0.5862061139196157}, 'final_train_loss': 0.015227369032800198, 'prior_loss_mean': 1.787269942118049e-06, 'transition_loss_mean': 0.001783451137210553, 'final_transition_loss': 0.00022483466697546342}",0.20501360204070807,0.5862061139196157,0.015227369032800198,1.787269942118049e-06,2.9295051097869873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_none_lambda0p1_seed1,ok,distance_knn,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.08305336236953736,graph,0.0,1,aa78a589767c79fab5982c4c2413e03e67bd8ba96815a6bf6623182fdb11ff91,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_none_lambda0p1_seed1', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.2347163981597091, 'covariance_condition_number': 200356.713027778, 'projection_gaussianity_statistic': 2.415659505946223, 'rollout_errors': {'16': 0.23701986949890852, '32': 0.6139555238187313}, 'final_train_loss': 0.0005613260145764798, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0020850664489747337, 'final_transition_loss': 0.0005613260145764798}",0.23701986949890852,0.6139555238187313,0.0005613260145764798,0.0,2.4616918563842773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_graph_lambda0p1_seed1,ok,distance_knn,gnn_node,graph,0.09999999999987962,graph,True,graph,0.1,0.09999999999987962,0.8305336236953735,0.08305336236953736,graph,0.034917520383951746,1,9e492ba6f4b90b41b7b6773b16992a4c65c758108c87db77343f93c51d76447f,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_graph_lambda0p1_seed1', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999987962, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.759911562402314, 'covariance_condition_number': 40471.43177278274, 'projection_gaussianity_statistic': 3.2061811812901397, 'rollout_errors': {'16': 0.33045632392168045, '32': 1.46982903778553}, 'final_train_loss': 0.010108530521392822, 'prior_loss_mean': 0.34917520383993783, 'transition_loss_mean': 0.0020809266677436727, 'final_transition_loss': 0.00024320941884070635}",0.33045632392168045,1.46982903778553,0.010108530521392822,0.34917520383993783,53.48897075653076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed1,ok,distance_knn,gnn_node,permuted_graph,0.0454460397293584,permuted_graph,True,graph,0.1,0.0454460397293584,1.8275160789489746,0.08305336833000183,graph,0.029863544169701956,1,f9f67927205075cfd0f765b1f9d7a42f8da8178598a11b7f36114e6836d34842,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed1', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.0454460397293584, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.3762943762154713, 'covariance_condition_number': 22329.92160919891, 'projection_gaussianity_statistic': 3.4052765869252717, 'rollout_errors': {'16': 0.3159514255821705, '32': 1.3693966642022133}, 'final_train_loss': 0.008900344682236513, 'prior_loss_mean': 0.6571209361155828, 'transition_loss_mean': 0.0020860104452973855, 'final_transition_loss': 0.00024075370553570488}",0.3159514255821705,1.3693966642022133,0.008900344682236513,0.6571209361155828,55.16150379180908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed1,ok,distance_knn,gnn_node,temporal_smooth,15890.003619096733,temporal_smooth,False,temporal,0.1,15890.003619096733,5.226767370913876e-06,0.08305336833000183,graph,0.026497720027028056,1,ba056c820c26fc3b2b8c6d8d04cf94f8d564a7fc01d36db7aed94686806cf0ca,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed1', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 15890.003619096733, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.1662906725298128, 'covariance_condition_number': 100464.68106631642, 'projection_gaussianity_statistic': 4.050495414986787, 'rollout_errors': {'16': 0.3458738559857011, '32': 1.615778174251318}, 'final_train_loss': 0.009220138347397247, 'prior_loss_mean': 1.6675716797938852e-06, 'transition_loss_mean': 0.002064126694070486, 'final_transition_loss': 0.00023839891946408898}",0.3458738559857011,1.615778174251318,0.009220138347397247,1.6675716797938852e-06,2.8240163326263428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
