stage,dataset,graph_type,normalization,n_graphs,n_frames,D_dX_norm,trace,frobenius_norm,lambda_max,spectral_gap,R_low_dX_2,R_low_dX_4,R_low_dX_8,gap_D_dX_norm_control_minus_true,gap_R_low_dX_2_true_minus_control,gap_R_low_dX_4_true_minus_control,gap_R_low_dX_8_true_minus_control,schema_version,run_name,status,topology,encoder,prior,prior_weight,prior_type,graph_used_for_prior,prior_family,nominal_prior_weight,effective_prior_weight,initial_prior_loss,target_regularization_strength,calibration_reference_prior,effective_prior_contribution_mean,seed,config_hash,git_commit,config,diagnostics,H16,H32,final_train_loss,prior_loss_mean,wall_time_sec,latent_artifact_path,D_true_Delta_H,D_true_Delta_H_norm,D_prior_Delta_H,D_prior_Delta_H_norm,D_perm_Delta_H,D_perm_Delta_H_norm,D_rand_Delta_H,D_rand_Delta_H_norm,D_true_H,D_true_H_norm,R_low_true_Delta_H_2,R_low_prior_Delta_H_2,R_low_perm_Delta_H_2,R_low_rand_Delta_H_2,R_low_true_Delta_H_4,R_low_prior_Delta_H_4,R_low_perm_Delta_H_4,R_low_rand_Delta_H_4,R_low_true_Delta_H_8,R_low_prior_Delta_H_8,R_low_perm_Delta_H_8,R_low_rand_Delta_H_8,created_at,classification,strict_label,diagnostic_failure_mode,recommended_next_experiment,claim_boundary,graph_gain_h32_pct,true_vs_permuted_gain_h32_pct,temporal_gain_h32_pct,graph_vs_temporal_gain_h32_pct,none_h32,graph_h32,permuted_h32,temporal_smooth_h32,none_h16,graph_h16,permuted_h16,temporal_smooth_h16,graph_D_true_Delta_H_norm,permuted_D_true_Delta_H_norm,graph_R_low_true_Delta_H_4,permuted_R_low_true_Delta_H_4,metadata_dataset,metadata_domain,metadata_topology,metadata_n_nodes,metadata_n_edges,metadata_n_frames,metadata_n_dim,metadata_position_dim,metadata_trajectory_shape,metadata_k,metadata_damping,metadata_dt,metadata_noise,metadata_seed
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed1,ok,lattice,gnn_node,temporal_smooth,12411.344875307326,temporal_smooth,False,temporal,0.1,12411.344875307326,1.0992522447850206e-06,0.013643211126327515,graph,0.0009938972889714866,1,e456bbfa96265f2b27439514601812f6b64897b51b2606c43c0c89903e2331aa,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed1', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 1, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 12411.344875307326, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.03142062613223, 'covariance_condition_number': 12803.9563892266, 'projection_gaussianity_statistic': 9.728619012302017, 'rollout_errors': {'16': 0.02707905351417139, '32': 0.07669993420131505}, 'final_train_loss': 0.00017901538133931658, 'prior_loss_mean': 8.007974147498468e-08, 'transition_loss_mean': 0.00059186849962695, 'final_transition_loss': 2.8783138835327313e-06}",0.02707905351417139,0.07669993420131505,0.00017901538133931658,8.007974147498468e-08,9.675254106521606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_none_lambda0p1_seed2,ok,lattice,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.019897405803203583,graph,0.0,2,4d9a9150d3c0122468f71bc0adaea018eaa8a205f1f15d51a90021b97ed4af14,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_none_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.211931485044247, 'covariance_condition_number': 171883.34901145048, 'projection_gaussianity_statistic': 2.7621679368859615, 'rollout_errors': {'16': 0.02445427473867312, '32': 0.06406413239892572}, 'final_train_loss': 3.2249316366990874e-06, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0002362467760955648, 'final_transition_loss': 3.2249316366990874e-06}",0.02445427473867312,0.06406413239892572,3.2249316366990874e-06,0.0,10.39764142036438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed2,ok,lattice,gnn_node,graph,0.09999999999949744,graph,True,graph,0.1,0.09999999999949744,0.19897407293319702,0.019897407293319704,graph,0.001056438619459637,2,89c03059f8013dfe973d8fa7a3d37ca3593edd1725f340289f6165b66430bb1b,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999949744, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.787411309343479, 'covariance_condition_number': 4474.472021543167, 'projection_gaussianity_statistic': 8.981465142927568, 'rollout_errors': {'16': 0.012668477225815877, '32': 0.03322387830121443}, 'final_train_loss': 0.00012554266625860086, 'prior_loss_mean': 0.010564386194649463, 'transition_loss_mean': 0.00022188922525477514, 'final_transition_loss': 1.1485893386028085e-06}",0.012668477225815877,0.03322387830121443,0.00012554266625860086,0.010564386194649463,54.865062952041626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed2,ok,lattice,gnn_node,permuted_graph,0.1101797219468649,permuted_graph,True,graph,0.1,0.1101797219468649,0.1805904656648636,0.019897407293319704,graph,0.0010331552139698633,2,7b85d801b45a2ea17beb5e7722459fae30b50168573940be617abb8b8a2979e3,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1101797219468649, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 5.050462881465169, 'covariance_condition_number': 6463.040742653109, 'projection_gaussianity_statistic': 9.871067546756974, 'rollout_errors': {'16': 0.008651471405755728, '32': 0.024820842896588147}, 'final_train_loss': 0.00010425193856159846, 'prior_loss_mean': 0.009376999648520724, 'transition_loss_mean': 0.00022136622614491822, 'final_transition_loss': 3.190942360712749e-07}",0.008651471405755728,0.024820842896588147,0.00010425193856159846,0.009376999648520724,56.363712787628174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed2,ok,lattice,gnn_node,temporal_smooth,14136.62053218184,temporal_smooth,False,temporal,0.1,14136.62053218184,1.4075070566832437e-06,0.019897407293319704,graph,0.001363816385563094,2,b5b462943bd77c63d7cfb1912bb24b29b00c43313f6f9ea2979467da34e455a9,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 14136.62053218184, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.2585715952542236, 'covariance_condition_number': 5969.139024325309, 'projection_gaussianity_statistic': 9.845551851882332, 'rollout_errors': {'16': 0.007419857123750262, '32': 0.021614228491671383}, 'final_train_loss': 0.00021918336763822785, 'prior_loss_mean': 9.647400398549166e-08, 'transition_loss_mean': 0.00022236275111519414, 'final_transition_loss': 3.756158927596213e-07}",0.007419857123750262,0.021614228491671383,0.00021918336763822785,9.647400398549166e-08,10.309654235839844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_none_lambda0p1_seed3,ok,lattice,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.024673800170421603,graph,0.0,3,1bf8060daf7afabc5e05148b0d96d32ce1d22e843b5f95c74774040bbb9f2fc0,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_none_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.0767700310966457, 'covariance_condition_number': 1933054.6590054575, 'projection_gaussianity_statistic': 2.206171503094767, 'rollout_errors': {'16': 0.035403221496380866, '32': 0.07298822444863617}, 'final_train_loss': 4.946501576341689e-06, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0007825626361864125, 'final_transition_loss': 4.946501576341689e-06}",0.035403221496380866,0.07298822444863617,4.946501576341689e-06,0.0,8.24415373802185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed3,ok,lattice,gnn_node,graph,0.09999999999959472,graph,True,graph,0.1,0.09999999999959472,0.246738001704216,0.024673800170421603,graph,0.0012684276878471923,3,fadf3f531dbb8e2ff96df9edd127425920a876309dffa10945082c11708ce9f5,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999959472, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 4.095408623157011, 'covariance_condition_number': 20627.147705209325, 'projection_gaussianity_statistic': 9.28989748138577, 'rollout_errors': {'16': 0.03328442107886076, '32': 0.12925009592436254}, 'final_train_loss': 0.00014631286224660775, 'prior_loss_mean': 0.01268427687852333, 'transition_loss_mean': 0.0008001087093589376, 'final_transition_loss': 3.667109012894798e-06}",0.03328442107886076,0.12925009592436254,0.00014631286224660775,0.01268427687852333,54.99180221557617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed3,ok,lattice,gnn_node,permuted_graph,0.11029971548242658,permuted_graph,True,graph,0.1,0.11029971548242658,0.22369778156280518,0.02467380166053772,graph,0.0012981798958664394,3,ebd499ae61c91b5d2dd98d940e768a60bc4ba9825ff9ac7d5a93862a1ca75122,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.11029971548242658, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 4.72495256556406, 'covariance_condition_number': 4162.886618666078, 'projection_gaussianity_statistic': 9.822293284079258, 'rollout_errors': {'16': 0.031296406988985837, '32': 0.13785629300400615}, 'final_train_loss': 0.00013999981456436217, 'prior_loss_mean': 0.01176956704002805, 'transition_loss_mean': 0.0007933599555371984, 'final_transition_loss': 3.5319091390798954e-06}",0.031296406988985837,0.13785629300400615,0.00013999981456436217,0.01176956704002805,56.54725646972656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed3,ok,lattice,gnn_node,temporal_smooth,13097.154028348856,temporal_smooth,False,temporal,0.1,13097.154028348856,1.8839044741980615e-06,0.024673800170421603,graph,0.0016238015105225511,3,c542344d4d111b5f326fe2f1229644b2da944cd6fdc824c67ee28e4d0a4461e2,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 13097.154028348856, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.9092474457036728, 'covariance_condition_number': 30280.867114101886, 'projection_gaussianity_statistic': 9.212343457078585, 'rollout_errors': {'16': 0.034285938600078225, '32': 0.15898383455350995}, 'final_train_loss': 0.00025227487882754457, 'prior_loss_mean': 1.2398124867492774e-07, 'transition_loss_mean': 0.0007915336125317178, 'final_transition_loss': 3.512786179271643e-06}",0.034285938600078225,0.15898383455350995,0.00025227487882754457,1.2398124867492774e-07,10.925517559051514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_none_lambda0p1_seed4,ok,lattice,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.028619319200515747,graph,0.0,4,bbe47c8e52603f544e80a1b62a542efcfd6734df35654317f6a05644a8308cdf,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_none_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.2069565426420157, 'covariance_condition_number': 199288.40879724553, 'projection_gaussianity_statistic': 2.691682482376307, 'rollout_errors': {'16': 0.02763175667496398, '32': 0.09713317453861237}, 'final_train_loss': 2.0596396552718943e-06, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0003781185395761592, 'final_transition_loss': 2.0596396552718943e-06}",0.02763175667496398,0.09713317453861237,2.0596396552718943e-06,0.0,8.932741403579712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed4,ok,lattice,gnn_node,graph,0.09999999999965059,graph,True,graph,0.1,0.09999999999965059,0.28619319200515747,0.028619319200515747,graph,0.0015457375646359605,4,2d39c1517b9017f7fd6bffae5d98a84fd20486b3c27911a86cf441468f35a004,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999965059, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.334907000901467, 'covariance_condition_number': 5309.943648707047, 'projection_gaussianity_statistic': 8.071348643783317, 'rollout_errors': {'16': 0.020099924004171044, '32': 0.05758581100963056}, 'final_train_loss': 0.0001662374803951631, 'prior_loss_mean': 0.015457375646413614, 'transition_loss_mean': 0.0003441171228246276, 'final_transition_loss': 1.6289075119857443e-06}",0.020099924004171044,0.05758581100963056,0.0001662374803951631,0.015457375646413614,53.530680656433105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed4,ok,lattice,gnn_node,permuted_graph,0.11837419808413387,permuted_graph,True,graph,0.1,0.11837419808413387,0.2417699098587036,0.028619319200515747,graph,0.0015653043890327136,4,445c7d522abbebd11ccb4768f4d1d7ee8ed7051f759956977c2cac18cadcf16d,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.11837419808413387, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 5.496600682014409, 'covariance_condition_number': 1251.1240607505479, 'projection_gaussianity_statistic': 9.540237869622327, 'rollout_errors': {'16': 0.020233231829479337, '32': 0.05771274131257087}, 'final_train_loss': 0.00016663559654261917, 'prior_loss_mean': 0.01322335791386043, 'transition_loss_mean': 0.00034377620424190053, 'final_transition_loss': 1.603234826082674e-06}",0.020233231829479337,0.05771274131257087,0.00016663559654261917,0.01322335791386043,56.49447464942932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed4,ok,lattice,gnn_node,temporal_smooth,14996.343267770611,temporal_smooth,False,temporal,0.1,14996.343267770611,1.908418653329136e-06,0.02861931622028351,graph,0.0019497682239766796,4,01bfb87cd0aa2ccc183d49e664f4d15926c968638d7817edf8bc6a5681bf6b45,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 14996.343267770611, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.2958419064200664, 'covariance_condition_number': 13856.204851441578, 'projection_gaussianity_statistic': 9.603391026218477, 'rollout_errors': {'16': 0.020176616206299514, '32': 0.057307236827909946}, 'final_train_loss': 0.0002744076094434907, 'prior_loss_mean': 1.3001624390440725e-07, 'transition_loss_mean': 0.0003443217460395923, 'final_transition_loss': 1.5105626213577732e-06}",0.020176616206299514,0.057307236827909946,0.0002744076094434907,1.3001624390440725e-07,10.25578236579895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed0,ok,lattice,,graph,0.1,,,,,,,,,,0,,,,,,,,,,analysis_out/preflight_runs/spring_mass_5seed/standard_ep20/artifacts/preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed0_latents.pt,0.00011311985144857317,2.784146547317505,0.00011311985144857317,2.784146547317505,0.0001300677249673754,3.037611246109009,0.00012833865184802562,3.029752731323242,0.001872414955869317,0.000341882900102064,0.18366381677333266,0.18366381677333266,0.1373881142353639,0.1260113141615875,0.2687523541972041,0.2687523541972041,0.18520514387637377,0.18952981429174542,0.4017171678133309,0.4017171678133309,0.2913064402528107,0.29372667195275426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed0,ok,lattice,,permuted_graph,0.1,,,,,,,,,,0,,,,,,,,,,analysis_out/preflight_runs/spring_mass_5seed/standard_ep20/artifacts/preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed0_latents.pt,0.0001060406502801925,3.180365562438965,0.00010885718802455813,3.143747329711914,0.00010885718802455813,3.143747329711914,0.0001086438714992255,3.1696507930755615,0.0015596906887367368,0.000253248552326113,0.1360166355734691,0.10373449593316764,0.10373449593316764,0.09818957251263782,0.2080485476180911,0.15714609064161777,0.15714609064161777,0.1529490784741938,0.3190028010867536,0.26483954954892397,0.26483954954892397,0.2594561208970845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed1,ok,lattice,,graph,0.1,,,,,,,,,,1,,,,,,,,,,analysis_out/preflight_runs/spring_mass_5seed/standard_ep20/artifacts/preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed1_latents.pt,6.247108103707433e-05,2.754270553588867,6.247108103707433e-05,2.754270553588867,7.037992327241227e-05,3.106534481048584,6.717396900057793e-05,3.061432123184204,0.0011514347279444337,0.00013311454677022994,0.16961055947467685,0.16961055947467685,0.11919957026839256,0.10868629277683794,0.2647442608140409,0.2647442608140409,0.16711076069623232,0.17659306223504245,0.40235894080251455,0.40235894080251455,0.2760145040228963,0.29180265543982387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed1,ok,lattice,,permuted_graph,0.1,,,,,,,,,,1,,,,,,,,,,analysis_out/preflight_runs/spring_mass_5seed/standard_ep20/artifacts/preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed1_latents.pt,6.011574805597775e-05,3.33351993560791,5.704765862901695e-05,3.2097740173339844,5.704765862901695e-05,3.2097740173339844,5.518889884115197e-05,3.2024896144866943,0.0010446017840877175,0.000126376049593091,0.12128691107500345,0.08735740801785141,0.08735740801785141,0.0816424194490537,0.1911579417064786,0.13869988080114126,0.13869988080114126,0.13848506193608046,0.30112208100035787,0.2513702781870961,0.2513702781870961,0.25575946690514684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2_latent_audit,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed2,ok,lattice,,graph,0.1,,,,,,,,,,2,,,,,,,,,,analysis_out/preflight_runs/spring_mass_5seed/standard_ep20/artifacts/preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed2_latents.pt,6.137959280749783e-05,2.7826762199401855,6.137959280749783e-05,2.7826762199401855,6.742536788806319e-05,3.028524398803711,6.51607260806486e-05,2.973891258239746,0.0011842615203931928,0.00011111077037639916,0.1845696452073753,0.1845696452073753,0.13715305901132524,0.12099260877585039,0.28082628874108195,0.28082628874108195,0.18878055503591895,0.19177491194568574,0.4172317236661911,0.4172317236661911,0.29003471275791526,0.2908035572618246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
