stage,dataset,graph_type,normalization,n_graphs,n_frames,D_dX_norm,trace,frobenius_norm,lambda_max,spectral_gap,R_low_dX_2,R_low_dX_4,R_low_dX_8,gap_D_dX_norm_control_minus_true,gap_R_low_dX_2_true_minus_control,gap_R_low_dX_4_true_minus_control,gap_R_low_dX_8_true_minus_control,schema_version,run_name,status,topology,encoder,prior,prior_weight,prior_type,graph_used_for_prior,prior_family,nominal_prior_weight,effective_prior_weight,initial_prior_loss,target_regularization_strength,calibration_reference_prior,effective_prior_contribution_mean,seed,config_hash,git_commit,config,diagnostics,H16,H32,final_train_loss,prior_loss_mean,wall_time_sec,created_at,classification,strict_label,diagnostic_failure_mode,recommended_next_experiment,claim_boundary,graph_gain_h32_pct,true_vs_permuted_gain_h32_pct,temporal_gain_h32_pct,graph_vs_temporal_gain_h32_pct,none_h32,graph_h32,permuted_h32,temporal_smooth_h32,none_h16,graph_h16,permuted_h16,temporal_smooth_h16,metadata_dataset,metadata_domain,metadata_topology,metadata_n_nodes,metadata_n_edges,metadata_n_frames,metadata_n_dim,metadata_position_dim,metadata_trajectory_shape,metadata_k,metadata_damping,metadata_dt,metadata_noise,metadata_seed
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed1,ok,lattice,gnn_node,temporal_smooth,12411.343519736054,temporal_smooth,False,temporal,0.1,12411.343519736054,1.0992522447850206e-06,0.013643209636211396,graph,0.0026871662042927346,1,ba2873d71cc96633d3fb1c16a2cb0bc045b13aca907045692a594ef6204e653f,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed1', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 12411.343519736054, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.6979430214744113, 'covariance_condition_number': 64789.44297518064, 'projection_gaussianity_statistic': 6.729739210309031, 'rollout_errors': {'16': 0.2836224930360913, '32': 1.0044226218014956}, 'final_train_loss': 0.0015653772667671244, 'prior_loss_mean': 2.1650888963146522e-07, 'transition_loss_mean': 0.0021983694653802863, 'final_transition_loss': 0.00030263875184270245}",0.2836224930360913,1.0044226218014956,0.0015653772667671244,2.1650888963146522e-07,2.963824987411499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_none_lambda0p1_seed2,ok,lattice,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.019897405803203583,graph,0.0,2,013a02c0b7c099ad23e2a154509492963c5ce3c0fadefa201b249b50e473ab77,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_none_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.4000543833740366, 'covariance_condition_number': 299509.1858292325, 'projection_gaussianity_statistic': 2.4498369394858663, 'rollout_errors': {'16': 0.19967479957267642, '32': 0.6237245853990316}, 'final_train_loss': 0.00018130265622554967, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0008433623132683958, 'final_transition_loss': 0.00018130265622554967}",0.19967479957267642,0.6237245853990316,0.00018130265622554967,0.0,2.6036243438720703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed2,ok,lattice,gnn_node,graph,0.09999999999949744,graph,True,graph,0.1,0.09999999999949744,0.19897407293319702,0.019897407293319704,graph,0.0031767875328500357,2,3ad16afd8eb6c1ffdb9f444351e1128e2741a21fd28904115a3e6c341f284c16,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999949744, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.875181174604143, 'covariance_condition_number': 22816.254891811877, 'projection_gaussianity_statistic': 5.816844179864617, 'rollout_errors': {'16': 0.13227259600535035, '32': 0.3912186985835433}, 'final_train_loss': 0.0012339296129842599, 'prior_loss_mean': 0.03176787532866001, 'transition_loss_mean': 0.0008297864046956723, 'final_transition_loss': 0.00013726290975076458}",0.13227259600535035,0.3912186985835433,0.0012339296129842599,0.03176787532866001,12.56350064277649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed2,ok,lattice,gnn_node,permuted_graph,0.11017973103818612,permuted_graph,True,graph,0.1,0.11017973103818612,0.1805904507637024,0.019897407293319704,graph,0.0031981018713106235,2,c2c24823074815586d833213c7b47bd8d69dbb79f747fe859bc8493915b68575,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.11017973103818612, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.644903464291374, 'covariance_condition_number': 5490.388973534876, 'projection_gaussianity_statistic': 8.0723886048902, 'rollout_errors': {'16': 0.13390142563730478, '32': 0.4103681854903698}, 'final_train_loss': 0.0012747163806731503, 'prior_loss_mean': 0.02902622688561678, 'transition_loss_mean': 0.0008319341252596738, 'final_transition_loss': 0.0001375017333581733}",0.13390142563730478,0.4103681854903698,0.0012747163806731503,0.02902622688561678,11.971447467803955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed2,ok,lattice,gnn_node,temporal_smooth,14136.619390342867,temporal_smooth,False,temporal,0.1,14136.619390342867,1.4075071703700814e-06,0.019897407293319704,graph,0.003819550855862627,2,02a86e481757985978cc974e009aba301588044f092cb4aa52663f431ffedaa4,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 14136.619390342867, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.1206634335914982, 'covariance_condition_number': 104054.24689272125, 'projection_gaussianity_statistic': 7.304010365637668, 'rollout_errors': {'16': 0.13472905848175287, '32': 0.38101824931800365}, 'final_train_loss': 0.001752165611833334, 'prior_loss_mean': 2.7018841990411603e-07, 'transition_loss_mean': 0.0008357191720278934, 'final_transition_loss': 0.0001456313232968872}",0.13472905848175287,0.38101824931800365,0.001752165611833334,2.7018841990411603e-07,3.0116994380950928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_none_lambda0p1_seed3,ok,lattice,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.024673800170421603,graph,0.0,3,5098501cd01eaacd0358b7be9523ae2301a1131dc07929fd183dde87eefc3487,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_none_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 3, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.1734508515479554, 'covariance_condition_number': 383004.451063439, 'projection_gaussianity_statistic': 2.0337572517320335, 'rollout_errors': {'16': 0.4805696876719594, '32': 1.967685379087925}, 'final_train_loss': 0.000703106828344365, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.002862732213300963, 'final_transition_loss': 0.000703106828344365}",0.4805696876719594,1.967685379087925,0.000703106828344365,0.0,2.6088480949401855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed3,ok,lattice,gnn_node,graph,0.09999999999959472,graph,True,graph,0.1,0.09999999999959472,0.246738001704216,0.024673800170421603,graph,0.003813800786916853,3,de0ab49b0865379a5ce3b29e174c233490b1238e6d40bf0abc452c732e2a53f7,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 3, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999959472, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.6426285918300603, 'covariance_condition_number': 58806.96617306878, 'projection_gaussianity_statistic': 5.405239486849219, 'rollout_errors': {'16': 0.40642972476780415, '32': 1.9660734087228775}, 'final_train_loss': 0.002086354730029901, 'prior_loss_mean': 0.038138007869323094, 'transition_loss_mean': 0.00298457391327247, 'final_transition_loss': 0.0008543941852015754}",0.40642972476780415,1.9660734087228775,0.002086354730029901,0.038138007869323094,12.663336038589478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed3,ok,lattice,gnn_node,permuted_graph,0.11029970882113514,permuted_graph,True,graph,0.1,0.11029970882113514,0.22369778156280518,0.024673800170421603,graph,0.00394565116246803,3,606e2e3d59ca8f84e9d3d78d643e9a09b77c3095b01e063a91baf4e71f3a9d91,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 3, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.11029970882113514, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.0380491250987167, 'covariance_condition_number': 15311.066650181852, 'projection_gaussianity_statistic': 6.824302425716649, 'rollout_errors': {'16': 0.404561604373157, '32': 1.9491872042417526}, 'final_train_loss': 0.0020898838993161917, 'prior_loss_mean': 0.03577209046731392, 'transition_loss_mean': 0.0029608371357123056, 'final_transition_loss': 0.0008259007008746266}",0.404561604373157,1.9491872042417526,0.0020898838993161917,0.03577209046731392,13.476696729660034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed3,ok,lattice,gnn_node,temporal_smooth,13097.153237983333,temporal_smooth,False,temporal,0.1,13097.153237983333,1.8839045878848992e-06,0.024673800170421603,graph,0.004484815871217507,3,2e766f93f03e7e5eda651116d9dd736848fd663f5fee585e15f42250cfb297dc,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed3', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 3, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 13097.153237983333, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.4900813771717132, 'covariance_condition_number': 204171.36807497594, 'projection_gaussianity_statistic': 5.5790366095547625, 'rollout_errors': {'16': 0.3983983937650919, '32': 1.8854995518922806}, 'final_train_loss': 0.0027628642662117877, 'prior_loss_mean': 3.424267693693158e-07, 'transition_loss_mean': 0.0029584909051967164, 'final_transition_loss': 0.0008214913735476633}",0.3983983937650919,1.8854995518922806,0.0027628642662117877,3.424267693693158e-07,2.699416399002075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_none_lambda0p1_seed4,ok,lattice,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.028619319200515747,graph,0.0,4,a71b0562bc77a75591ade52089025c5f562719a2159b2075dcb4592732425391,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_none_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 4, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.6380180277944631, 'covariance_condition_number': 183190.7916517834, 'projection_gaussianity_statistic': 1.903099884881172, 'rollout_errors': {'16': 0.23525444278493524, '32': 0.7225229647010565}, 'final_train_loss': 0.0002772404016771664, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.001343887016021957, 'final_transition_loss': 0.0002772404016771664}",0.23525444278493524,0.7225229647010565,0.0002772404016771664,0.0,2.400895357131958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed4,ok,lattice,gnn_node,graph,0.09999999999965059,graph,True,graph,0.1,0.09999999999965059,0.28619319200515747,0.028619319200515747,graph,0.004909971021098624,4,88aa6f04c4a858b3c9a706302fbca0a6d11fb8bf6246ba03de17e745b8c2fbf7,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_graph_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 4, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999965059, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.4091964654537117, 'covariance_condition_number': 12318.484095233991, 'projection_gaussianity_statistic': 5.337874051910225, 'rollout_errors': {'16': 0.16452802764251828, '32': 0.3949840208515525}, 'final_train_loss': 0.0016479174373671412, 'prior_loss_mean': 0.0490997102111578, 'transition_loss_mean': 0.0012662547242750103, 'final_transition_loss': 0.00017069518313898394}",0.16452802764251828,0.3949840208515525,0.0016479174373671412,0.0490997102111578,13.232360601425171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed4,ok,lattice,gnn_node,permuted_graph,0.11837419808413387,permuted_graph,True,graph,0.1,0.11837419808413387,0.2417699098587036,0.028619319200515747,graph,0.004987993568235711,4,e20e9cc80663a14f0240847ec1cbd54480c818dca1baafe51a1d63312190351b,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_permuted_graph_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 4, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.11837419808413387, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.7313773663510434, 'covariance_condition_number': 5072.286242638097, 'projection_gaussianity_statistic': 7.257578392702302, 'rollout_errors': {'16': 0.16410466562956572, '32': 0.3935050219297409}, 'final_train_loss': 0.0017184100191419323, 'prior_loss_mean': 0.04213750672837099, 'transition_loss_mean': 0.0012646032574897012, 'final_transition_loss': 0.00017213192768394947}",0.16410466562956572,0.3935050219297409,0.0017184100191419323,0.04213750672837099,12.300630807876587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed4,ok,lattice,gnn_node,temporal_smooth,14996.343267770611,temporal_smooth,False,temporal,0.1,14996.343267770611,1.908418653329136e-06,0.02861931622028351,graph,0.005750805001039642,4,d9357e11c73230f578c39146ec58a9e60e0b66178e4fc74426a9e440ac78d429,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_spring_mass_lattice_gnn_temporal_smooth_lambda0p1_seed4', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 4, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 14996.343267770611, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.7788062610262472, 'covariance_condition_number': 45866.64886533319, 'projection_gaussianity_statistic': 6.668249778562271, 'rollout_errors': {'16': 0.16173289669677615, '32': 0.3725405540317297}, 'final_train_loss': 0.0023098196058223643, 'prior_loss_mean': 3.834804857660856e-07, 'transition_loss_mean': 0.0012664183169060076, 'final_transition_loss': 0.000172246892664892}",0.16173289669677615,0.3725405540317297,0.0023098196058223643,3.834804857660856e-07,3.203273057937622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,spring_mass_lattice,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,,,lattice,,,,,,,,,,,,,,,,,,,,,,,2026-05-01T23:40:18.544929+00:00,generic_smoothing,generic_smoothing,topology_not_isolated_from_spectral_smoothing,test_simpler_smoothing_controls_or_alternative_graph_construction,"Graph-style regularization helps, but topology-specific attribution is not isolated.",24.355728205378615,-0.5322594085837533,25.3397982319438,-1.3180650510727965,1.1283949322998523,0.8535661295056343,0.8490469969809056,0.8424619331955909,0.31166094401851296,0.2347111554816365,0.2349009129218757,0.23431785665452481,spring_mass_lattice,spring_mass,lattice,36,60,512,2,1,"[512, 36, 2]",1.0,0.05,0.05,0.001,0
