experiment_name,task_family,dataset,molecule,encoder,prior,prior_weight,laplacian_mode,horizon,n,mean,std,stderr,median,min,max,ci95_low,ci95_high,pct_change_vs_none,pct_change_vs_euclidean,pct_change_vs_per_frame,h16_over_h1_mean,notes
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,0.01,per_frame,8,3,0.1916214859,0.1249624075,0.07214707961,0.2209824055,0.05459293419,0.299289118,0.05459293419,0.299289118,-27.54808232,48.56922611,156.1747106,45.44210601,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,0.1,per_frame,1,3,0.03484405912,0.004965874803,0.002867049154,0.03337202381,0.03078062403,0.04037952951,0.03078062403,0.04037952951,-73.68884674,-78.11382105,0.06297786173,3.732588022,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,0.1,per_frame,16,3,0.1300585177,0.09771104769,0.05641349969,0.08560729451,0.06247591466,0.2420923439,0.06247591466,0.2420923439,-68.8255384,-45.42047948,-9.880471476,3.732588022,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,0.1,per_frame,2,3,0.03588771303,0.003041584875,0.001756059846,0.03504633224,0.03335538848,0.03926141839,0.03335538848,0.03926141839,-74.79803821,-76.52461049,-0.9468211352,3.732588022,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,0.1,per_frame,4,3,0.04630668942,0.004989053325,0.00288043128,0.04662059342,0.04116809599,0.05113137884,0.04116809599,0.05113137884,-74.86836266,-73.11346623,-6.024409012,3.732588022,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,0.1,per_frame,8,3,0.06540699245,0.02286352716,0.01320026356,0.05835715791,0.04689862242,0.09096519701,0.04689862242,0.09096519701,-75.26967286,-64.25956388,-12.55877552,3.732588022,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,1.0,per_frame,1,3,0.03482212888,0.006940789512,0.004007266693,0.03092513339,0.03070559335,0.04283565991,0.03070559335,0.04283565991,-73.70540652,-83.45243189,0,4.144427725,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,1.0,per_frame,16,3,0.1443177964,0.07812012726,0.0451026765,0.1395915785,0.06866807671,0.224693734,0.06866807671,0.224693734,-65.40765125,-55.12118298,0,4.144427725,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,1.0,per_frame,2,3,0.03623075346,0.006274586014,0.003622633924,0.03604495504,0.03005113015,0.0425961752,0.03005113015,0.0425961752,-74.55713983,-82.08305528,0,4.144427725,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,1.0,per_frame,4,3,0.04927523086,0.01045133512,0.006034081145,0.05454340938,0.03723820977,0.05604407344,0.03723820977,0.05604407344,-73.2572713,-79.10544645,0,4.144427725,partial current weight sweep if n < 3
rmd17_weight_sweep,rmd17,rmd17,aspirin,flat,spectral,1.0,per_frame,8,3,0.07480109392,0.02727262822,0.01574585924,0.08117301058,0.04490661152,0.09832365967,0.04490661152,0.09832365967,-71.71777124,-71.33227305,0,4.144427725,partial current weight sweep if n < 3
