config,warning_flag,warning_reasons,protocol_label,label_confidence,strongest_comparator,seed_label_counts,duplicate_count,none_h32_mean,none_h32_std,none_h32_ci95_half_width,none_h32_ci95_low,none_h32_ci95_high,none_h32_min,none_h32_max,none_h32_n,graph_h32_mean,graph_h32_std,graph_h32_ci95_half_width,graph_h32_ci95_low,graph_h32_ci95_high,graph_h32_min,graph_h32_max,graph_h32_n,permuted_graph_h32_mean,permuted_graph_h32_std,permuted_graph_h32_ci95_half_width,permuted_graph_h32_ci95_low,permuted_graph_h32_ci95_high,permuted_graph_h32_min,permuted_graph_h32_max,permuted_graph_h32_n,temporal_smooth_h32_mean,temporal_smooth_h32_std,temporal_smooth_h32_ci95_half_width,temporal_smooth_h32_ci95_low,temporal_smooth_h32_ci95_high,temporal_smooth_h32_min,temporal_smooth_h32_max,temporal_smooth_h32_n,graph_gain_h32_pct_mean,graph_gain_h32_pct_std,graph_gain_h32_pct_ci95_half_width,graph_gain_h32_pct_ci95_low,graph_gain_h32_pct_ci95_high,graph_gain_h32_pct_min,graph_gain_h32_pct_max,graph_gain_h32_pct_n,true_vs_permuted_gain_h32_pct_mean,true_vs_permuted_gain_h32_pct_std,true_vs_permuted_gain_h32_pct_ci95_half_width,true_vs_permuted_gain_h32_pct_ci95_low,true_vs_permuted_gain_h32_pct_ci95_high,true_vs_permuted_gain_h32_pct_min,true_vs_permuted_gain_h32_pct_max,true_vs_permuted_gain_h32_pct_n,graph_vs_temporal_gain_h32_pct_mean,graph_vs_temporal_gain_h32_pct_std,graph_vs_temporal_gain_h32_pct_ci95_half_width,graph_vs_temporal_gain_h32_pct_ci95_low,graph_vs_temporal_gain_h32_pct_ci95_high,graph_vs_temporal_gain_h32_pct_min,graph_vs_temporal_gain_h32_pct_max,graph_vs_temporal_gain_h32_pct_n
quick_ep5,ok,,generic_smoothing,marginal,permuted_graph,"generic_smoothing 3/5, temporal_sufficient 2/5",0,1.1283949322998523,0.6290119805578045,0.7808963213993476,0.3474986109005047,1.9092912536992,0.6237245853990316,1.967685379087925,5,0.8535661295056343,0.6609923030638547,0.8205987705959324,0.032967358909701816,1.6741649001015668,0.3912186985835433,1.9660734087228775,5,0.8490469969809056,0.6497577278078484,0.8066514392873624,0.042395557693543195,1.6556984362682678,0.3935050219297409,1.9491872042417526,5,0.8424619331955909,0.6369439274812233,0.7907435554195006,0.05171837777609034,1.6332054886150915,0.3725405540317297,1.8854995518922806,5,28.342607381140102,19.46085368974137,24.1599675798439,4.182639801296201,52.502574960984006,0.08192216002512792,45.33266897406134,5,0.2108588019279351,2.7803869083347212,3.4517528694128936,-3.2408940674849585,3.6626116713408288,-2.868567194658173,4.666416058531389,5,-1.5247979511402492,4.74556274778297,5.891449777200149,-7.416247728340398,4.3666518260599005,-6.024435884075926,6.257912621282075,5
standard_ep20,ok,,temporal_sufficient,marginal,temporal_smooth,"no_graph_gain 2/5, candidate_graph_favorable 1/5, generic_smoothing 1/5, temporal_sufficient 1/5",0,0.08145969493780285,0.013560119039356446,0.016834412384610534,0.06462528255319232,0.09829410732241338,0.06406413239892572,0.09713317453861237,5,0.07995028503937647,0.03793714564291317,0.04709763628138039,0.03285264875799608,0.12704792132075687,0.03322387830121443,0.12925009592436254,5,0.08324642092920839,0.045155474640732544,0.05605893866555554,0.027187482263652855,0.13930535959476392,0.024820842896588147,0.13785629300400615,5,0.07955924959387631,0.05045395830639713,0.06263682037751091,0.0169224292163654,0.14219606997138723,0.021614228491671383,0.15898383455350995,5,0.20550206048948,52.77159350454091,65.51408322228403,-65.30858116179455,65.71958528277351,-77.08349107097322,48.13965778178313,5,-2.3339418495764646,17.95787297193415,22.294069711525076,-24.62801156110154,19.96012786194861,-33.854754407963135,9.912535355451379,5,-11.822916037495652,28.355972407152464,35.20294561450229,-47.02586165199794,23.38002957700664,-53.71299657545766,18.702366006362606,5
