source,domain,item,molecule,topology,encoder,prior,prior_weight,horizon,mean_rollout_error,std_rollout_error,n,baseline,baseline_mean_rollout_error,pct_gain_vs_baseline,notes
cycle2_rmd17_multimolecule,rMD17,naphthalene,naphthalene,,mlp_global,none,0.100000,4,0.010050,0.000761,3,,,,
cycle2_rmd17_multimolecule,rMD17,naphthalene,naphthalene,,mlp_global,none,0.100000,8,0.012893,0.001710,3,,,,
cycle2_rmd17_multimolecule,rMD17,naphthalene,naphthalene,,mlp_global,none,0.100000,16,0.023582,0.005194,3,,,,
cycle2_rmd17_multimolecule,rMD17,naphthalene,naphthalene,,mlp_global,none,0.100000,32,0.062987,0.014459,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,graph,0.100000,1,0.002979,0.000437,3,gnn_node:none,0.005501,45.8543,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,graph,0.100000,2,0.003167,0.000531,3,gnn_node:none,0.006670,52.5181,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,graph,0.100000,4,0.003497,0.000404,3,gnn_node:none,0.008217,57.4433,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,graph,0.100000,8,0.004638,0.000450,3,gnn_node:none,0.013200,64.8662,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,graph,0.100000,16,0.008906,0.002780,3,gnn_node:none,0.023563,62.2026,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,graph,0.100000,32,0.032312,0.021015,3,gnn_node:none,0.060933,46.9712,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,none,0.100000,1,0.005501,0.001038,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,none,0.100000,2,0.006670,0.001750,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,none,0.100000,4,0.008217,0.001765,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,none,0.100000,8,0.013200,0.003524,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,none,0.100000,16,0.023563,0.006231,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,none,0.100000,32,0.060933,0.022648,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,permuted_graph,0.100000,1,0.003185,0.000416,3,gnn_node:none,0.005501,42.1082,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,permuted_graph,0.100000,2,0.003361,0.000463,3,gnn_node:none,0.006670,49.6122,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,permuted_graph,0.100000,4,0.003668,0.000439,3,gnn_node:none,0.008217,55.3670,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,permuted_graph,0.100000,8,0.004878,0.000377,3,gnn_node:none,0.013200,63.0417,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,permuted_graph,0.100000,16,0.009287,0.002425,3,gnn_node:none,0.023563,60.5882,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,permuted_graph,0.100000,32,0.028806,0.012533,3,gnn_node:none,0.060933,52.7247,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,random_graph,0.100000,1,0.003139,0.000393,3,gnn_node:none,0.005501,42.9364,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,random_graph,0.100000,2,0.003312,0.000456,3,gnn_node:none,0.006670,50.3398,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,random_graph,0.100000,4,0.003628,0.000398,3,gnn_node:none,0.008217,55.8522,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,random_graph,0.100000,8,0.004806,0.000351,3,gnn_node:none,0.013200,63.5894,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,random_graph,0.100000,16,0.009192,0.002296,3,gnn_node:none,0.023563,60.9906,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,gnn_node,random_graph,0.100000,32,0.029295,0.013626,3,gnn_node:none,0.060933,51.9230,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,mlp_global,none,0.100000,1,0.014762,0.001989,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,mlp_global,none,0.100000,2,0.012827,0.001749,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,mlp_global,none,0.100000,4,0.015048,0.002853,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,mlp_global,none,0.100000,8,0.019603,0.003545,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,mlp_global,none,0.100000,16,0.036751,0.004882,3,,,,
cycle2_rmd17_multimolecule,rMD17,toluene,toluene,,mlp_global,none,0.100000,32,0.103851,0.023253,3,,,,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,covariance,0.100000,1,0.000769,0.000365,5,gnn_node:none,0.000763,-0.846499,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,covariance,0.100000,2,0.001523,0.000723,5,gnn_node:none,0.001509,-0.945498,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,covariance,0.100000,4,0.002990,0.001439,5,gnn_node:none,0.002958,-1.0952,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,covariance,0.100000,8,0.005894,0.002971,5,gnn_node:none,0.005817,-1.3156,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,covariance,0.100000,16,0.012499,0.006898,5,gnn_node:none,0.012306,-1.5637,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,covariance,0.100000,32,0.039068,0.021219,5,gnn_node:none,0.038459,-1.5836,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,graph,0.100000,1,0.000313,0.000107,5,gnn_node:none,0.000763,58.9208,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,graph,0.100000,2,0.000625,0.000213,5,gnn_node:none,0.001509,58.5870,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,graph,0.100000,4,0.001249,0.000426,5,gnn_node:none,0.002958,57.7684,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,graph,0.100000,8,0.002546,0.000865,5,gnn_node:none,0.005817,56.2421,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,graph,0.100000,16,0.005634,0.001836,5,gnn_node:none,0.012306,54.2169,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,graph,0.100000,32,0.016907,0.005387,5,gnn_node:none,0.038459,56.0395,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,none,0.100000,1,0.000763,0.000367,5,,,,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,none,0.100000,2,0.001509,0.000728,5,,,,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,none,0.100000,4,0.002958,0.001450,5,,,,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,none,0.100000,8,0.005817,0.002996,5,,,,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,none,0.100000,16,0.012306,0.006939,5,,,,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,none,0.100000,32,0.038459,0.021484,5,,,,
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,1,0.000354,0.000096,5,gnn_node:none,0.000763,53.5732,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,2,0.000708,0.000190,5,gnn_node:none,0.001509,53.0772,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,4,0.001423,0.000376,5,gnn_node:none,0.002958,51.8880,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,8,0.002936,0.000763,5,gnn_node:none,0.005817,49.5380,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,16,0.006634,0.001644,5,gnn_node:none,0.012306,46.0894,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,permuted_graph,0.100000,32,0.019773,0.005892,5,gnn_node:none,0.038459,48.5861,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,random_graph,0.100000,1,0.000355,0.000097,5,gnn_node:none,0.000763,53.4305,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,random_graph,0.100000,2,0.000710,0.000192,5,gnn_node:none,0.001509,52.9364,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,random_graph,0.100000,4,0.001427,0.000379,5,gnn_node:none,0.002958,51.7676,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,random_graph,0.100000,8,0.002943,0.000766,5,gnn_node:none,0.005817,49.4152,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,random_graph,0.100000,16,0.006661,0.001644,5,gnn_node:none,0.012306,45.8737,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,lattice,,lattice,gnn_node,random_graph,0.100000,32,0.019872,0.006186,5,gnn_node:none,0.038459,48.3298,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,covariance,0.100000,1,0.000759,0.000198,5,gnn_node:none,0.000742,-2.2841,
cycle3_ho_networks,HO,random,,random,gnn_node,covariance,0.100000,2,0.001501,0.000387,5,gnn_node:none,0.001469,-2.1419,
cycle3_ho_networks,HO,random,,random,gnn_node,covariance,0.100000,4,0.002934,0.000744,5,gnn_node:none,0.002878,-1.9159,
cycle3_ho_networks,HO,random,,random,gnn_node,covariance,0.100000,8,0.005675,0.001478,5,gnn_node:none,0.005586,-1.5878,
cycle3_ho_networks,HO,random,,random,gnn_node,covariance,0.100000,16,0.011594,0.003521,5,gnn_node:none,0.011442,-1.3323,
cycle3_ho_networks,HO,random,,random,gnn_node,covariance,0.100000,32,0.035888,0.017863,5,gnn_node:none,0.036058,0.470932,
cycle3_ho_networks,HO,random,,random,gnn_node,graph,0.100000,1,0.000317,0.000119,5,gnn_node:none,0.000742,57.3699,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,graph,0.100000,2,0.000632,0.000239,5,gnn_node:none,0.001469,56.9622,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,graph,0.100000,4,0.001269,0.000484,5,gnn_node:none,0.002878,55.9177,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,graph,0.100000,8,0.002597,0.001018,5,gnn_node:none,0.005586,53.5133,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,graph,0.100000,16,0.005738,0.002436,5,gnn_node:none,0.011442,49.8473,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,graph,0.100000,32,0.017234,0.008976,5,gnn_node:none,0.036058,52.2029,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,none,0.100000,1,0.000742,0.000193,5,,,,
cycle3_ho_networks,HO,random,,random,gnn_node,none,0.100000,2,0.001469,0.000374,5,,,,
cycle3_ho_networks,HO,random,,random,gnn_node,none,0.100000,4,0.002878,0.000710,5,,,,
cycle3_ho_networks,HO,random,,random,gnn_node,none,0.100000,8,0.005586,0.001369,5,,,,
cycle3_ho_networks,HO,random,,random,gnn_node,none,0.100000,16,0.011442,0.002888,5,,,,
cycle3_ho_networks,HO,random,,random,gnn_node,none,0.100000,32,0.036058,0.012690,5,,,,
cycle3_ho_networks,HO,random,,random,gnn_node,permuted_graph,0.100000,1,0.000360,0.000056,5,gnn_node:none,0.000742,51.5331,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,permuted_graph,0.100000,2,0.000720,0.000112,5,gnn_node:none,0.001469,51.0357,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,permuted_graph,0.100000,4,0.001446,0.000225,5,gnn_node:none,0.002878,49.7702,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,permuted_graph,0.100000,8,0.002967,0.000471,5,gnn_node:none,0.005586,46.8980,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,permuted_graph,0.100000,16,0.006590,0.001138,5,gnn_node:none,0.011442,42.4073,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,permuted_graph,0.100000,32,0.018687,0.006629,5,gnn_node:none,0.036058,48.1740,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,random_graph,0.100000,1,0.000360,0.000071,5,gnn_node:none,0.000742,51.5692,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,random_graph,0.100000,2,0.000718,0.000143,5,gnn_node:none,0.001469,51.1482,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,random_graph,0.100000,4,0.001439,0.000291,5,gnn_node:none,0.002878,50.0206,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,random_graph,0.100000,8,0.002936,0.000622,5,gnn_node:none,0.005586,47.4412,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,random_graph,0.100000,16,0.006482,0.001487,5,gnn_node:none,0.011442,43.3448,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,random,,random,gnn_node,random_graph,0.100000,32,0.018572,0.006866,5,gnn_node:none,0.036058,48.4936,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,covariance,0.100000,1,0.000939,0.000254,5,gnn_node:none,0.000919,-2.1731,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,covariance,0.100000,2,0.001859,0.000500,5,gnn_node:none,0.001817,-2.3140,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,covariance,0.100000,4,0.003621,0.000966,5,gnn_node:none,0.003535,-2.4433,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,covariance,0.100000,8,0.006902,0.001906,5,gnn_node:none,0.006741,-2.4002,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,covariance,0.100000,16,0.013294,0.003995,5,gnn_node:none,0.013120,-1.3310,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,covariance,0.100000,32,0.037045,0.018243,5,gnn_node:none,0.037339,0.787949,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,graph,0.100000,1,0.000303,0.000123,5,gnn_node:none,0.000919,67.0052,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,graph,0.100000,2,0.000601,0.000244,5,gnn_node:none,0.001817,66.9113,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,graph,0.100000,4,0.001190,0.000486,5,gnn_node:none,0.003535,66.3359,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,graph,0.100000,8,0.002378,0.000986,5,gnn_node:none,0.006741,64.7193,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,graph,0.100000,16,0.005172,0.002178,5,gnn_node:none,0.013120,60.5767,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,graph,0.100000,32,0.016732,0.008866,5,gnn_node:none,0.037339,55.1893,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,none,0.100000,1,0.000919,0.000250,5,,,,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,none,0.100000,2,0.001817,0.000490,5,,,,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,none,0.100000,4,0.003535,0.000940,5,,,,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,none,0.100000,8,0.006741,0.001844,5,,,,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,none,0.100000,16,0.013120,0.003990,5,,,,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,none,0.100000,32,0.037339,0.018732,5,,,,
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.100000,1,0.000339,0.000074,5,gnn_node:none,0.000919,63.1531,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.100000,2,0.000673,0.000149,5,gnn_node:none,0.001817,62.9307,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.100000,4,0.001340,0.000302,5,gnn_node:none,0.003535,62.1051,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.100000,8,0.002690,0.000624,5,gnn_node:none,0.006741,60.0918,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.100000,16,0.005715,0.001414,5,gnn_node:none,0.013120,56.4374,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,permuted_graph,0.100000,32,0.015724,0.005068,5,gnn_node:none,0.037339,57.8878,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,random_graph,0.100000,1,0.000333,0.000074,5,gnn_node:none,0.000919,63.7203,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,random_graph,0.100000,2,0.000664,0.000148,5,gnn_node:none,0.001817,63.4598,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,random_graph,0.100000,4,0.001323,0.000299,5,gnn_node:none,0.003535,62.5676,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,random_graph,0.100000,8,0.002671,0.000617,5,gnn_node:none,0.006741,60.3758,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,random_graph,0.100000,16,0.005715,0.001397,5,gnn_node:none,0.013120,56.4392,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle3_ho_networks,HO,scalefree,,scalefree,gnn_node,random_graph,0.100000,32,0.015813,0.004846,5,gnn_node:none,0.037339,57.6494,Cycle 3 graph-prior lambda is implicit trainer default 0.1.
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.001000,1,0.000576,0.000157,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.001000,2,0.001156,0.000303,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.001000,4,0.002341,0.000558,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.001000,8,0.004941,0.000906,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.001000,16,0.011704,0.001389,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.001000,32,0.038075,0.003345,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,1,0.000626,0.000356,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,2,0.001249,0.000706,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,4,0.002490,0.001384,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,8,0.004966,0.002688,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,16,0.010326,0.005382,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.001000,32,0.028496,0.015697,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.001000,1,0.000615,0.000318,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.001000,2,0.001226,0.000630,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.001000,4,0.002441,0.001237,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.001000,8,0.004889,0.002424,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.001000,16,0.010346,0.005024,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.001000,32,0.030138,0.015861,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.005000,1,0.000478,0.000108,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.005000,2,0.000951,0.000211,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.005000,4,0.001891,0.000413,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.005000,8,0.003815,0.000844,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.005000,16,0.008218,0.001947,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.005000,32,0.021947,0.006199,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,1,0.000365,0.000048,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,2,0.000729,0.000098,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,4,0.001451,0.000210,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,8,0.002920,0.000491,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,16,0.006236,0.001440,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.005000,32,0.017117,0.006248,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.005000,1,0.000403,0.000066,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.005000,2,0.000799,0.000125,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.005000,4,0.001574,0.000234,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.005000,8,0.003100,0.000472,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.005000,16,0.006466,0.001440,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.005000,32,0.019401,0.007937,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.010000,1,0.000331,0.000056,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.010000,2,0.000658,0.000106,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.010000,4,0.001302,0.000198,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.010000,8,0.002603,0.000399,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.010000,16,0.005693,0.001279,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.010000,32,0.018150,0.010165,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,1,0.000248,0.000074,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,2,0.000489,0.000146,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,4,0.000957,0.000283,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,8,0.001850,0.000548,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,16,0.003632,0.001101,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.010000,32,0.009311,0.003250,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.010000,1,0.000249,0.000073,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.010000,2,0.000492,0.000145,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.010000,4,0.000964,0.000285,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.010000,8,0.001873,0.000566,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.010000,16,0.003729,0.001227,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,random_graph,0.010000,32,0.009801,0.004928,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.050000,1,0.000276,0.000102,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.050000,2,0.000548,0.000201,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.050000,4,0.001086,0.000393,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.050000,8,0.002173,0.000793,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.050000,16,0.004786,0.002001,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,graph,0.050000,32,0.016561,0.011412,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,1,0.000284,0.000072,3,,,,
cycle4_ho_lambda_robustness,HO,lattice,,lattice,gnn_node,permuted_graph,0.050000,2,0.000566,0.000145,3,,,,
