stage,dataset,graph_type,normalization,n_graphs,n_frames,D_dX_norm,trace,frobenius_norm,lambda_max,spectral_gap,R_low_dX_2,R_low_dX_4,R_low_dX_8,gap_D_dX_norm_control_minus_true,gap_R_low_dX_2_true_minus_control,gap_R_low_dX_4_true_minus_control,gap_R_low_dX_8_true_minus_control,schema_version,run_name,status,topology,encoder,prior,prior_weight,prior_type,graph_used_for_prior,prior_family,nominal_prior_weight,effective_prior_weight,initial_prior_loss,target_regularization_strength,calibration_reference_prior,effective_prior_contribution_mean,seed,config_hash,git_commit,config,diagnostics,H16,H32,final_train_loss,prior_loss_mean,wall_time_sec,created_at,classification,strict_label,diagnostic_failure_mode,recommended_next_experiment,claim_boundary,graph_gain_h32_pct,true_vs_permuted_gain_h32_pct,temporal_gain_h32_pct,graph_vs_temporal_gain_h32_pct,none_h32,graph_h32,permuted_h32,temporal_smooth_h32,none_h16,graph_h16,permuted_h16,temporal_smooth_h16,metadata_dataset,metadata_domain,metadata_topology,metadata_graph_source,metadata_n_nodes,metadata_n_edges,metadata_n_frames,metadata_n_dim,metadata_position_dim,metadata_trajectory_shape,metadata_G,metadata_dt,metadata_softening,metadata_damping,metadata_noise,metadata_graph_k,metadata_sigma,metadata_seed
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_none_lambda0p1_seed2,ok,distance_knn,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.07241259217262268,graph,0.0,2,7d9ac6ce676cf279855709ae2156047b8e8838ff8299184250fb309bc19ea40c,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_none_lambda0p1_seed2', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.1249613704727373, 'covariance_condition_number': 1150107.08135689, 'projection_gaussianity_statistic': 1.7824997375181675, 'rollout_errors': {'16': 0.06299626943655312, '32': 0.15565058402717113}, 'final_train_loss': 2.8915252187289298e-05, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.00029008490121971894, 'final_transition_loss': 2.8915252187289298e-05}",0.06299626943655312,0.15565058402717113,2.8915252187289298e-05,0.0,8.499341487884521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_graph_lambda0p1_seed2,ok,distance_knn,gnn_node,graph,0.09999999999986191,graph,True,graph,0.1,0.09999999999986191,0.7241259217262268,0.07241259217262268,graph,0.011541225806173143,2,f0b46215a8a0e6fec0aad9b7593484de01b9409cb0084deff393e6d00d6f057b,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_graph_lambda0p1_seed2', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999986191, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.5043525759932033, 'covariance_condition_number': 6895.506798482733, 'projection_gaussianity_statistic': 5.257042748874042, 'rollout_errors': {'16': 0.02247989986790344, '32': 0.058447888819500804}, 'final_train_loss': 0.0012994431890547276, 'prior_loss_mean': 0.1154122580618908, 'transition_loss_mean': 0.0002212149435744474, 'final_transition_loss': 2.2804394272194863e-06}",0.02247989986790344,0.058447888819500804,0.0012994431890547276,0.1154122580618908,149.59506273269653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed2,ok,distance_knn,gnn_node,permuted_graph,0.050005210926842826,permuted_graph,True,graph,0.1,0.050005210926842826,1.4481009244918823,0.07241259217262268,graph,0.010459847432921205,2,02480222e8df3c8cad97a0d9da5acf4502f0fbfbe1377065811a1a8d0186503a,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed2', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.050005210926842826, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.3343782862723215, 'covariance_condition_number': 16121.713685951603, 'projection_gaussianity_statistic': 6.5812589897225475, 'rollout_errors': {'16': 0.023099821293726563, '32': 0.05777373013552278}, 'final_train_loss': 0.0008917182179478308, 'prior_loss_mean': 0.20917514873047668, 'transition_loss_mean': 0.00022268580448970473, 'final_transition_loss': 2.3370654010553458e-06}",0.023099821293726563,0.05777373013552278,0.0008917182179478308,0.20917514873047668,149.36251521110535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed2,ok,distance_knn,gnn_node,temporal_smooth,10947.750722012046,temporal_smooth,False,temporal,0.1,10947.750722012046,6.614379799430026e-06,0.07241259217262268,graph,0.008952991304346021,2,fa268982a8b6e06b04f6f078a94aa7a4cb83783328bd17333fad172318f89603,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed2', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 2, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 10947.750722012046, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.4375936958985482, 'covariance_condition_number': 6149.418834419285, 'projection_gaussianity_statistic': 7.130125628882688, 'rollout_errors': {'16': 0.017585206893272698, '32': 0.044680734747089446}, 'final_train_loss': 0.00140003755223006, 'prior_loss_mean': 8.177927623383614e-07, 'transition_loss_mean': 0.00021688686884999698, 'final_transition_loss': 1.7967201226080458e-06}",0.017585206893272698,0.044680734747089446,0.00140003755223006,8.177927623383614e-07,10.734865665435791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_none_lambda0p1_seed3,ok,distance_knn,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.0722868263721466,graph,0.0,3,d47b8fb13041e0544921e8be053e768ea26b788c71af755790d2339f045981e5,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_none_lambda0p1_seed3', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.0469754694530067, 'covariance_condition_number': 1399476.6200540476, 'projection_gaussianity_statistic': 2.7007961794796724, 'rollout_errors': {'16': 0.0684100651415065, '32': 0.15405983687378466}, 'final_train_loss': 3.491992235164313e-05, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0008355263707623332, 'final_transition_loss': 3.491992235164313e-05}",0.0684100651415065,0.15405983687378466,3.491992235164313e-05,0.0,8.13781189918518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_graph_lambda0p1_seed3,ok,distance_knn,gnn_node,graph,0.09999999999986166,graph,True,graph,0.1,0.09999999999986166,0.7228682637214661,0.0722868263721466,graph,0.00995119826556359,3,60f29ef92d25d190b0118ec083373de0dc52266a43609847540f4be3867ea2a7,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_graph_lambda0p1_seed3', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999986166, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.9846520400904786, 'covariance_condition_number': 27221.491888736105, 'projection_gaussianity_statistic': 5.63277981619113, 'rollout_errors': {'16': 0.038140223594382405, '32': 0.12019051914103329}, 'final_train_loss': 0.001029831376702835, 'prior_loss_mean': 0.09951198265577356, 'transition_loss_mean': 0.0008483037541282101, 'final_transition_loss': 4.82616527127296e-06}",0.038140223594382405,0.12019051914103329,0.001029831376702835,0.09951198265577356,154.34980702400208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed3,ok,distance_knn,gnn_node,permuted_graph,0.05627753674988442,permuted_graph,True,graph,0.1,0.05627753674988442,1.2844704389572144,0.07228683233261109,graph,0.0088138942461917,3,74e0cee142063506d9c6fbf0b7e359091d6c933bc904d3fcecafbfd9a0fc9fad,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed3', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.05627753674988442, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 4.014052130553498, 'covariance_condition_number': 5594.038854730286, 'projection_gaussianity_statistic': 6.577039131595475, 'rollout_errors': {'16': 0.03620016877539456, '32': 0.11065279226750135}, 'final_train_loss': 0.0008349616740209361, 'prior_loss_mean': 0.15661478371669849, 'transition_loss_mean': 0.0008363180371361523, 'final_transition_loss': 4.927630167609702e-06}",0.03620016877539456,0.11065279226750135,0.0008349616740209361,0.15661478371669849,151.41024255752563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed3,ok,distance_knn,gnn_node,temporal_smooth,8919.827461859473,temporal_smooth,False,temporal,0.1,8919.827461859473,8.104060725599993e-06,0.07228683233261109,graph,0.008919306329333267,3,ed580e6e1efb0c58bc928f97b7ae812f8a0a634f7f8a54626a8096af391479ba,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed3', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 3, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 8919.827461859473, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.9570383668493863, 'covariance_condition_number': 24662.282362230166, 'projection_gaussianity_statistic': 4.7217920949124785, 'rollout_errors': {'16': 0.0331905857892707, '32': 0.10376766766421497}, 'final_train_loss': 0.001510192290879786, 'prior_loss_mean': 9.999415759409658e-07, 'transition_loss_mean': 0.0008377753333130993, 'final_transition_loss': 4.550877899115828e-06}",0.0331905857892707,0.10376766766421497,0.001510192290879786,9.999415759409658e-07,10.231554508209229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_none_lambda0p1_seed4,ok,distance_knn,gnn_node,none,0.1,none,False,none,0.1,0.1,0.0,0.07629629969596863,graph,0.0,4,6ba83848054c1c47b678fec1ba738e7f182c834ef4026c86abfb496952399955,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_none_lambda0p1_seed4', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'none', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 1.3056421697062481, 'covariance_condition_number': 839234.7146901576, 'projection_gaussianity_statistic': 1.842123165301584, 'rollout_errors': {'16': 0.04690726613625884, '32': 0.1325116704683751}, 'final_train_loss': 1.0404314404392304e-05, 'prior_loss_mean': 0.0, 'transition_loss_mean': 0.0004225153618638918, 'final_transition_loss': 1.0404314404392304e-05}",0.04690726613625884,0.1325116704683751,1.0404314404392304e-05,0.0,8.319894552230835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_graph_lambda0p1_seed4,ok,distance_knn,gnn_node,graph,0.09999999999986894,graph,True,graph,0.1,0.09999999999986894,0.7629629373550415,0.07629629373550416,graph,0.009492776019796707,4,f0513707f22b668aed314f4631921d40146d16286d05085c4e1dca3477941d4d,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_graph_lambda0p1_seed4', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.09999999999986894, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.6850795073237412, 'covariance_condition_number': 34370.7345620883, 'projection_gaussianity_statistic': 5.597771837789592, 'rollout_errors': {'16': 0.017621970182517543, '32': 0.047348169377073646}, 'final_train_loss': 0.0008275129948742688, 'prior_loss_mean': 0.09492776019809147, 'transition_loss_mean': 0.0003496177169343658, 'final_transition_loss': 1.692126640288431e-06}",0.017621970182517543,0.047348169377073646,0.0008275129948742688,0.09492776019809147,155.49615001678467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed4,ok,distance_knn,gnn_node,permuted_graph,0.04450113606510168,permuted_graph,True,graph,0.1,0.04450113606510168,1.714479684829712,0.07629629373550416,graph,0.007866352638445068,4,c7d7bc2e1475e4c297d41e8b7a4a88ce9d4bd55fe535b723debd54e68ae11081,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_permuted_graph_lambda0p1_seed4', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'permuted_graph', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.04450113606510168, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.2373216733114996, 'covariance_condition_number': 16955.896124060946, 'projection_gaussianity_statistic': 5.869393542086531, 'rollout_errors': {'16': 0.018681149347685277, '32': 0.05553624080494046}, 'final_train_loss': 0.0007026639262524744, 'prior_loss_mean': 0.17676745660913487, 'transition_loss_mean': 0.0003520207675592246, 'final_transition_loss': 1.8681143956200685e-06}",0.018681149347685277,0.05553624080494046,0.0007026639262524744,0.17676745660913487,146.20638251304626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage1_mini_train,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed4,ok,distance_knn,gnn_node,temporal_smooth,9639.71747477173,temporal_smooth,False,temporal,0.1,9639.71747477173,7.914784873719327e-06,0.07629629969596863,graph,0.007180003213854333,4,5fafdec00e376697936ea8665fa000f0775275032e533945b0b0acf06e71bb36,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'preflight_nbody_distance_gnn_temporal_smooth_lambda0p1_seed4', 'topology': 'distance_knn', 'encoder': 'gnn_node', 'prior': 'temporal_smooth', 'seed': 4, 'num_epochs': 20, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 9639.71747477173, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 2.878808422695026, 'covariance_condition_number': 30964.554732098393, 'projection_gaussianity_statistic': 6.733162038051108, 'rollout_errors': {'16': 0.019804331590421498, '32': 0.05636726750526577}, 'final_train_loss': 0.0008456971845589578, 'prior_loss_mean': 7.448354407320797e-07, 'transition_loss_mean': 0.0003548856002244823, 'final_transition_loss': 2.075944735224766e-06}",0.019804331590421498,0.05636726750526577,0.0008456971845589578,7.448354407320797e-07,10.949649095535278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,nbody_distance,,,,,,,,,,,,,,,,,graph_prior_preflight_v2,,,distance_knn,,,,,,,,,,,,,,,,,,,,,,,2026-05-01T21:34:01.904989+00:00,generic_smoothing,generic_smoothing,distance_knn_topology_not_isolated_from_spectral_control,run_multi_seed_validation_and_soft_radial_or_inverse_distance_graph_sweep,"Applies only to this distance-kNN construction, seed, budget, and model condition.",46.49182674374336,-7.269784777036448,54.370573200724486,-17.26681006018297,0.15221103983931245,0.08144534691236913,0.07592571112327277,0.06945302500389516,0.056722216703929004,0.025627876952057704,0.024635920475702733,0.02420294634066522,nbody_distance,nbody_distance,distance_knn,distance_knn,36,188,512,5,2,"[512, 36, 5]",0.1,0.02,0.1,0.0,0.0005,8,0.6853867769241333,0
